|0|47961.3417633|186.107990037 238.787525805 183.415667692|330.694082743 72.7610295761 -0.406043579251 72.7610295761 322.65514587 18.4193706559 -0.406043579251 18.4193706559 212.577303757|
|1|98429.6043678|200.245613829 226.123372301 234.79927131|410.214155018 31.2574489324 18.0475149638 31.2574489324 396.099757137 -113.559075178 18.0475149638 -113.559075178 491.846103225|
|0|71099.3392042|211.333744122 190.508101229 224.0110518|450.200260123 46.062132568 59.4730024636 46.062132568 346.617759813 -140.660624241 59.4730024636 -140.660624241 393.218411638|
|1|58442.9295367|197.458892794 174.236037818 260.654805229|349.350203648 -7.84440551744 123.231062561 -7.84440551744 359.465521641 -60.869695949 123.231062561 -60.869695949 285.959223802|
|0|61253.0423165|198.834934005 155.990224383 177.442442615|296.589056254 2.46914062844 116.602950407 2.46914062844 417.238079408 -237.190788551 116.602950407 -237.190788551 676.459630969|
|1|67969.2291829|240.921303007 165.929278131 185.739362607|316.663169376 -48.5202104893 84.8423962778 -48.5202104893 368.124543945 -176.882108634 84.8423962778 -176.882108634 696.943473427|
|0|65022.0655328|215.01482704 187.761017082 201.051448027|404.629812569 45.9308731095 37.0608004091 45.9308731095 433.514619746 138.503233292 37.0608004091 138.503233292 481.903679666|
|1|74237.0358099|201.328858815 194.560708839 154.013470714|428.698066932 62.5135291166 26.2826060733 62.5135291166 429.95658774 111.673230392 26.2826060733 111.673230392 490.245719|
|0|135028.321023|209.523511156 186.204368713 222.546976977|512.546221382 51.1781656629 -27.0364322447 51.1781656629 395.034702668 51.1510339906 -27.0364322447 51.1510339906 336.033372307|
|0|64341.9139725|222.9240911 189.567682959 224.339824426|246.550836498 -76.853331838 -91.8762807465 -76.853331838 467.174099745 51.9684876803 -91.8762807465 51.9684876803 430.663389719|
|1|41907.1318552|188.223659328 178.339875114 225.754372763|172.698015904 -22.3705232761 -77.4447172394 -22.3705232761 409.51769317 63.0834473079 -77.4447172394 63.0834473079 366.659899065|
|0|123722.057137|210.275318359 143.375008426 238.9753438|561.011935292 87.5513890306 62.5471642995 87.5513890306 206.092069548 43.2702494269 62.5471642995 43.2702494269 457.149050085|
|0|57366.3497445|189.358708956 143.926421219 229.810613557|213.600458706 24.7829583758 -68.7913292859 24.7829583758 211.459921945 72.8426229597 -68.7913292859 72.8426229597 439.884663536|
|1|79863.7920098|225.229981033 147.552712574 243.571779755|279.605778187 54.0619380272 -117.668627761 54.0619380272 222.668231008 31.6800100615 -117.668627761 31.6800100615 515.123318267|
